id,superficie_interior_m2,superficie_exterior_m2,numero_habitacions,numero_banos,ano_construccion,lonxitude,latitude,temperatura_media_mes_construccion,tipo_edificacion,calidade_materiais,cor_favorita_propietario,distancia_centro_km,distancia_escola_km,indice_criminalidade,acceso_transporte_publico,orientacion,eficiencia_enerxetica,numero_arboles_xardin,prezo_euros,ln_precio,total_area,ratio_exterior_interior,log_int_area,log_ext_area,area_per_room
27277,183.7,410.9,1,1,1982,-9.03,43.35,16.22,Casa,Baixa,Verde,44.75,4.45,0.28,Bo,Sur,E,0,340045,12.736836181558568,594.5999999999999,2.236799129014698,5.218732887205194,6.020780601442035,183.7
26418,109.52,,1,2,1967,-8.46,42.33,24.68,Apartamento,Baixa,Azul,13.18,5.24,,Bo,Este,C,0,77459,11.257516953068743,,,4.705196500055216,,109.52
9954,102.9,0.0,5,3,1993,-6.76,42.51,13.59,Apartamento,Alta,Branco,15.63,7.74,0.2,Bo,Norte,E,0,132212,11.792169537419836,102.9,0.0,4.6434288981051814,0.0,20.580000000000002
6936,,123.09,4,3,2003,-8.53,42.0,26.14,Chalet adosado,Alta,Vermello,7.07,0.05,0.5,Bo,Sur,D,3,327087,12.69798452682479,,,,4.821007108786528,
12139,138.5,14.78,2,1,1941,-9.09,42.87,25.86,Chalet adosado,Baixa,Vermello,36.46,0.05,-0.03,Regular,Este,F,15,131086,11.783616503889176,153.28,0.10671480144404331,4.93806460126142,2.7587433154177283,69.25
1576,201.78,100.45,2,3,2016,-7.09,43.77,16.68,Casa,Media,Branco,34.32,3.56,0.26,Bo,Este,D,1,185381,12.130173840021966,302.23,0.49781940727525026,5.3121216475244335,4.619566066271823,100.89
28231,98.97,0.0,5,2,1958,-8.7,42.59,13.15,Apartamento,Baixa,Branco,4.32,15.28,0.03,Malo,Sur,B,0,79683,11.285824091801674,98.97,0.0,4.60487014097909,0.0,19.794
7989,166.24,124.69,6,1,1991,-6.72,43.24,8.65,Chalet adosado,Alta,Branco,68.8,13.38,0.38,Bo,Norte,B,9,274963,12.524395458988456,290.93,0.7500601539942252,5.119429906488365,4.8338185579367465,27.706666666666667
18710,134.62,2310.7,3,2,1953,-7.93,42.6,16.76,Casa,Baixa,Branco,8.22,0.83,0.44,Bo,Sur,G,4,239510,12.38635462379719,2445.3199999999997,17.16461149903432,4.909856857255696,7.745738463587531,44.873333333333335
1584,82.82,4.37,2,3,1969,-9.12,42.63,5.51,Apartamento,Baixa,Negro,3.78,26.84,0.25,Regular,Sur,C,0,95742,11.469422797320833,87.19,0.05276503260082106,4.4286716424969255,1.6808279085207734,41.41
21666,,174.85,3,3,1945,-6.98,43.8,29.9,Chalet adosado,Alta,Branco,10.24,8.75,0.5,Malo,Este,B,11,157673,11.968284889352235,,,,5.169631358919991,
1521,279.89,2048.68,6,3,2004,-6.81,42.33,7.75,Casa,Media,Branco,7.3,17.16,0.48,Regular,Norte,C,4,506035,13.134363091983888,2328.5699999999997,7.3195898388652685,5.637963133618907,7.625438962386986,46.64833333333333
29644,59.67,0.0,6,2,1990,-7.85,42.05,17.85,Apartamento,Media,Branco,18.12,7.84,-0.11,Bo,Sur,F,0,80453,11.295440871507697,59.67,0.0,4.105449341954206,0.0,9.945
1618,153.44,0.0,5,2,1997,-7.31,42.59,17.86,Apartamento,Alta,Verde,7.83,0.05,0.15,Bo,Este,D,0,147582,11.902146008363465,153.44,0.0,5.039805671396036,0.0,30.688
14220,193.6,144.61,4,2,1990,-8.25,41.84,6.88,Chalet adosado,Alta,Amarelo,15.7,4.24,0.49,Bo,Norte,E,9,137112,11.828560682353473,338.21000000000004,0.7469524793388431,5.270946169751904,4.980931814722814,48.4
22331,121.73,12.1,4,2,1998,-8.17,42.58,24.53,Apartamento,Media,Vermello,11.41,14.05,0.11,Bo,Sur,D,0,163845,12.006682241256494,133.83,0.09940031216626961,4.809986820609417,2.5726122302071057,30.4325
12122,86.48,0.0,4,1,2011,-7.83,42.29,29.36,Apartamento,Media,Negro,4.89,26.08,0.47,Regular,Sur,G,0,82595,11.321716532186365,86.48,0.0,4.471410195808567,0.0,21.62
10765,276.25,2067.74,1,3,1959,-7.52,43.42,29.79,Casa,Media,Negro,62.97,5.66,0.11,Bo,Norte,D,3,614267,13.328186593983375,2343.99,7.485031674208144,5.624919626230477,7.634695005276832,276.25
29030,143.19,0.0,6,3,1948,-7.59,42.8,10.6,Apartamento,Media,Vermello,3.48,6.34,0.39,Malo,Norte,F,0,111733,11.623876325491267,143.19,0.0,4.971131874318556,0.0,23.865
19303,146.02,18.62,2,2,1940,-8.1,42.48,19.16,Apartamento,Media,Amarelo,17.78,29.13,0.08,Regular,Sur,G,0,110208,11.610133842057634,164.64000000000001,0.12751677852348994,4.9905686319459415,2.976549454137217,73.01
9523,164.55,161.03,4,1,1977,-9.23,43.06,28.96,Chalet adosado,Alta,Vermello,14.44,0.05,0.06,Malo,Norte,G,7,262272,12.477141224986777,325.58000000000004,0.9786083257368581,5.109273263993256,5.087781503272909,41.1375
14674,67.77,0.0,2,2,1999,-7.61,43.66,8.15,Apartamento,Alta,Branco,0.73,8.09,0.38,Regular,Este,C,0,84926,11.349547342942829,67.77,0.0,4.230767603331745,0.0,33.885
13609,148.19,133.79,6,1,2023,-7.79,42.73,12.91,Chalet adosado,Media,Amarelo,25.87,4.06,0.09,Regular,Norte,G,7,170043,12.04381250607278,281.98,0.9028274512450233,5.005220661394757,4.903718011750178,24.698333333333334
12605,174.36,0.0,3,3,1954,-8.71,42.98,9.1,Apartamento,Alta,Branco,17.78,,0.26,Bo,Sur,B,0,170639,12.047311353145233,174.36,0.0,5.166841003759651,0.0,58.120000000000005
15770,86.1,9.51,5,2,1942,-7.73,43.52,20.3,Apartamento,Media,Branco,7.42,15.46,0.26,Bo,Oeste,C,0,116532,11.665929773679418,95.61,0.11045296167247387,4.467056883858457,2.3523271848888596,17.22
12026,122.14,326.94,1,3,2015,-8.98,43.04,13.15,Casa,Media,Branco,61.2,13.97,0.34,Bo,Norte,D,17,174611,12.07032164854828,449.08,2.676764368757164,4.813321919483064,5.7928306648217225,122.14
7622,101.93,0.0,2,2,1972,-8.6,42.87,27.65,Apartamento,Media,Verde,9.55,18.32,0.55,Bo,Este,A,0,97574,11.488376592048816,101.93,0.0,4.6340491455384685,0.0,50.965
28498,256.72,1362.57,4,1,1973,-8.17,41.96,11.49,Casa,Baixa,Verde,53.9,0.88,0.14,Regular,Sur,C,15,343203,12.74608030153968,1619.29,5.307611405422249,5.5518737242704415,7.21786153943505,64.18
5059,,1819.37,5,2,1986,-7.83,43.77,25.8,Casa,Baixa,Azul,33.8,7.86,0.45,Regular,Norte,B,2,425485,12.960987323986583,,,,7.506795056112163,
29700,170.21,2254.59,1,1,1963,-8.54,42.58,20.37,Casa,Baixa,Azul,65.97,13.56,,Bo,Este,C,2,357191,12.786028731317105,2424.8,13.245931496386817,5.142890873216727,7.72116685851302,170.21
18584,139.85,746.12,3,1,1965,-8.58,42.19,18.2,Casa,Media,Azul,14.82,9.31,0.9,Malo,Oeste,G,10,188017,12.144292981909707,885.97,5.335144797997855,4.947695494322382,6.616225814801463,46.61666666666667
26861,196.38,530.37,2,1,1988,-7.7,42.98,28.82,Casa,Alta,Negro,25.55,9.0,0.51,Bo,Sur,G,1,260608,12.470776478763415,726.75,2.7007332722273145,5.285130804743861,6.27545857708399,98.19
20601,267.08,150.06,1,3,2020,-8.6,43.56,17.5,Casa,Media,Branco,18.64,2.17,0.46,Bo,Este,D,15,375800,12.83681502694785,417.14,0.561854126104538,5.591285443429055,5.017677108885302,267.08
2319,195.58,1315.64,4,2,1946,-7.45,42.89,6.44,Casa,Media,Vermello,83.47,6.51,0.34,Bo,Norte,D,14,401288,12.902437144964795,1511.22,6.7268636874936085,5.2810694731384835,7.182838315857403,48.895
20681,115.49,0.0,4,3,2008,-7.83,42.22,24.06,Apartamento,Baixa,Branco,22.93,22.39,0.08,Bo,Este,D,0,123924,11.727431822888775,115.49,0.0,4.757805432411685,0.0,28.8725
9830,96.65,0.0,4,2,1988,-8.33,43.06,6.72,Apartamento,Alta,Negro,,10.09,0.34,Regular,Oeste,C,0,93629,11.447106123932935,96.65,0.0,4.581389657322688,0.0,24.1625
406,237.37,,4,1,1994,-7.67,43.12,22.29,Casa,Alta,Amarelo,68.8,,0.65,Regular,Sur,C,15,317645,12.668692834139398,,,5.473824088346638,,59.3425
220,90.48,201.37,4,3,2013,-6.87,43.35,15.61,Chalet adosado,Alta,Azul,50.49,6.04,0.09,Malo,Norte,C,19,192459,12.167643618910391,291.85,2.2255747126436782,4.516120369154581,5.310097705083568,22.62
4124,260.6,38.58,1,1,1969,-9.01,43.34,10.04,Casa,Media,Amarelo,65.78,19.08,0.33,Regular,Norte,D,8,331386,12.711042155685567,299.18,0.14804297774366842,5.566816619583044,3.6783239401744194,260.6
24941,70.14,0.0,6,2,1981,-7.25,42.12,20.41,Apartamento,Media,Verde,10.5,13.89,0.35,Regular,Este,C,0,100696,11.519871286803097,70.14,0.0,4.264649766520309,0.0,11.69
29802,80.77,0.0,4,2,1962,-6.99,42.3,16.36,Apartamento,Baixa,Branco,4.38,4.54,0.57,Regular,Oeste,D,0,93478,11.44549209112018,80.77,0.0,4.4039104281738854,0.0,20.1925
26939,122.7,0.0,4,2,2019,-9.01,42.07,9.94,Apartamento,Alta,Amarelo,13.81,,0.19,Bo,Este,G,0,155453,11.954105146902386,122.7,0.0,4.8178592793984425,0.0,30.675
25206,261.95,146.65,1,2,1964,-8.45,41.9,14.12,Chalet adosado,Media,Amarelo,31.54,,0.24,Regular,Este,D,7,325563,12.693314341887184,408.6,0.5598396640580264,5.571963900035353,4.994844608189932,261.95
8757,227.11,51.17,4,1,1986,-8.04,42.97,19.15,Chalet adosado,Alta,Negro,52.23,3.46,0.01,Malo,Norte,A,6,292615,12.586616448233091,278.28000000000003,0.2253093214741755,5.4298279687502475,3.9545076170343014,56.7775
29394,262.34,,3,3,2001,-7.31,43.46,13.95,Casa,Alta,Amarelo,42.26,4.61,0.45,Bo,Sur,E,6,697280,13.454943764881467,,,5.573445972928197,,87.44666666666666
2038,53.91,2001.99,4,1,1940,-9.03,42.55,15.05,Casa,Media,Amarelo,40.0,6.16,0.44,Bo,Norte,G,4,292399,12.58587800685776,2055.9,37.13578185865332,4.005695481290781,7.602396343142122,13.4775
7948,297.68,125.55,1,2,2017,-8.61,42.18,8.2,Casa,Media,Branco,24.6,15.44,0.63,Malo,Norte,A,8,349403,12.763984124813472,423.23,0.4217616232195646,5.699372766167501,4.840637486991133,297.68
1023,225.7,176.75,6,1,1982,-8.55,42.42,28.55,Chalet adosado,Media,Verde,22.35,,0.43,Bo,Norte,C,19,387617,12.867775597548945,402.45,0.783119184758529,5.423627557513483,5.18037806868335,37.61666666666667
20039,101.33,23.36,4,2,2022,-8.22,42.66,17.47,Apartamento,Media,Branco,18.27,14.16,0.03,Bo,Este,D,0,84565,11.345287573561427,124.69,0.2305338991414191,4.628202885098664,3.192942442841696,25.3325
7435,90.7,0.0,5,2,1942,-7.53,43.32,17.28,Apartamento,Media,Azul,2.19,10.49,0.21,Malo,Norte,E,0,104135,11.553453016146296,90.7,0.0,4.51852237926242,0.0,18.14
10886,,0.0,3,2,1973,-7.29,42.44,12.7,Chalet adosado,Alta,Azul,71.65,17.62,0.28,Regular,Este,A,15,376467,12.838588329250051,,,,0.0,
17051,164.33,99.92,5,3,1971,-8.93,43.03,28.69,Chalet adosado,Alta,Negro,,4.72,0.54,Bo,Este,E,2,407530,12.917872282389235,264.25,0.6080447879267328,5.107943476563253,4.614328123772857,32.866
267,37.16,9.01,1,2,1989,-6.82,42.81,23.86,Apartamento,Baixa,Azul,12.29,22.98,0.24,Malo,Sur,G,0,72470,11.190941760821426,46.169999999999995,0.24246501614639399,3.641787846580086,2.303584593327129,37.16
19025,,10.42,6,1,1953,-9.02,42.26,24.72,Apartamento,Media,Negro,33.84,,-0.0,Bo,Norte,B,0,143502,11.874111219886633,,,,2.435366204227864,
22478,173.73,1429.68,3,2,2000,-6.89,43.36,18.02,Chalet adosado,Media,Negro,72.81,13.65,0.39,Regular,Sur,B,15,386254,12.864253052094126,1603.41,8.229321360732172,5.163241925350947,7.2659051347035435,57.91
13006,48.31,0.0,2,2,1950,-8.4,42.37,27.31,Apartamento,Alta,Branco,,8.43,0.1,Malo,Oeste,B,0,109688,11.605404367762493,48.31,0.0,3.8981269002360346,0.0,24.155
8862,93.21,,6,3,2015,-8.63,43.62,12.53,Apartamento,Media,Negro,3.9,5.46,0.27,Regular,Oeste,G,0,114305,11.64663434184349,,,4.545526333060576,,15.534999999999998
3828,270.75,111.23,2,3,1986,-8.91,43.25,21.84,Chalet adosado,Baixa,Negro,68.17,9.36,0.16,Regular,Este,B,19,296481,12.599741787314027,381.98,0.4108217913204063,5.604882526001319,4.720550337028165,135.375
25609,167.64,149.46,4,3,1955,-9.05,43.77,27.8,Chalet adosado,Media,Negro,19.95,12.0,0.34,Regular,Oeste,E,3,329806,12.706262913867228,317.1,0.8915533285612027,5.127766265352998,5.013697268132075,41.91
11014,174.64,36.76,4,2,2016,-8.55,43.42,28.83,Apartamento,Baixa,Verde,7.71,19.17,0.48,Bo,Norte,D,0,144457,11.880744086846118,211.39999999999998,0.21049015116811728,5.168436445693517,3.6312503412773,43.66
25886,163.14,279.43,1,2,1991,-6.74,43.37,15.23,Casa,Alta,Azul,51.69,0.05,0.47,Regular,Oeste,D,15,277311,12.532898505099581,442.57,1.71282334191492,5.100719722201566,5.636324139451677,163.14
1352,303.77,130.73,3,2,1983,-6.88,42.98,6.38,Chalet adosado,Alta,Branco,68.0,11.37,0.7,Regular,Sur,E,2,315565,12.662123130844972,434.5,0.43035849491391515,5.719557393771563,4.880754373241736,101.25666666666666
29265,75.07,0.0,5,3,1983,-9.2,43.5,24.98,Apartamento,Alta,Vermello,6.05,15.12,0.37,Bo,Sur,E,0,177234,12.08523181457924,75.07,0.0,4.33165396900921,0.0,15.014
14241,154.58,151.78,4,3,2024,-8.44,42.31,5.9,Chalet adosado,Media,Verde,39.25,0.05,0.02,Bo,Oeste,C,14,270993,12.509851959395338,306.36,0.9818864018631129,5.047160068778628,5.028998978113214,38.645
19554,39.46,0.0,1,2,1973,-7.93,42.47,5.81,Apartamento,Media,Amarelo,11.58,15.68,,Bo,Sur,B,0,83136,11.32824512844138,39.46,0.0,3.7003138317395994,0.0,39.46
17743,242.14,,6,2,2007,-7.08,42.17,8.39,Casa,Media,Branco,66.51,2.61,0.23,Malo,Oeste,C,13,534188,13.188504987907239,,,5.493637409127648,,40.35666666666666
10935,106.29,0.0,5,2,1971,-8.26,42.62,6.77,Apartamento,Baixa,Branco,2.53,11.91,0.22,Bo,Norte,E,0,139353,11.844772737198516,106.29,0.0,4.675535448648655,0.0,21.258000000000003
8015,288.81,63.86,4,1,1986,-7.61,43.57,14.32,Chalet adosado,Alta,Negro,24.39,14.86,0.19,Bo,Sur,C,13,401889,12.903933698316338,352.67,0.22111422734669853,5.66922553584749,4.172231100879172,72.2025
4666,30.0,,3,2,1975,-8.71,43.7,25.41,Apartamento,Alta,Azul,0.1,0.05,0.35,Regular,Oeste,C,0,50000,10.819798284210286,,,3.4339872044851463,,10.0
20636,171.91,51.18,1,1,2023,-8.26,43.2,6.32,Chalet adosado,Alta,Amarelo,,11.25,-0.03,Bo,Norte,D,18,231304,12.351492464933575,223.09,0.29771392007445757,5.152771227916698,3.9546992797085823,171.91
1264,115.6,896.13,5,2,1944,-6.86,43.16,23.91,Casa,Alta,Vermello,77.19,7.34,0.33,Bo,Este,D,18,273608,12.519455358926354,1011.73,7.751989619377163,4.758749273916392,6.799200779094047,23.119999999999997
20353,119.36,0.0,6,3,1991,-8.78,42.21,23.34,Apartamento,Media,Verde,18.64,6.73,0.39,Regular,Oeste,B,0,99175,11.504651328517983,119.36,0.0,4.790487251761845,0.0,19.893333333333334
29057,117.59,0.0,4,1,1949,-7.91,43.09,18.75,Apartamento,Alta,Verde,10.79,11.84,0.25,Bo,Sur,C,0,112083,11.627003869167778,117.59,0.0,4.775672165976704,0.0,29.3975
3585,38.6,0.0,3,3,1986,-7.9,43.74,7.42,Apartamento,Baixa,Negro,13.78,0.05,0.56,Malo,Norte,B,0,72083,11.185587384638161,38.6,0.0,3.6788291182604347,0.0,12.866666666666667
5525,150.18,,5,3,1984,-8.21,42.07,13.53,Casa,Baixa,Negro,12.42,13.76,0.58,Bo,Sur,D,13,310177,12.644901605223676,,,5.018471179864031,,30.036
7914,322.95,1185.64,5,2,2013,-8.06,43.27,5.48,Casa,Baixa,Azul,24.77,9.1,0.44,Regular,Norte,C,2,370267,12.82198234674847,1508.5900000000001,3.6712803839603656,5.780589182895966,7.078881063015357,64.59
7473,220.96,68.46,1,1,1940,-6.92,43.61,17.05,Chalet adosado,Media,Vermello,28.32,5.39,0.49,Malo,Norte,E,16,272129,12.514035172277099,289.42,0.30982983345401877,5.4024971854577,4.240751047315928,220.96
4724,,0.0,3,3,2014,-7.95,42.81,13.71,Apartamento,Alta,Verde,19.59,14.58,0.07,Bo,Norte,C,0,160045,11.983216552895758,,,,0.0,
22408,309.65,233.94,3,2,2004,-7.97,42.97,15.53,Chalet adosado,Media,Negro,12.2,7.53,0.56,Bo,Oeste,G,19,313662,12.656074440139264,543.5899999999999,0.7554981430647506,5.738666876509702,5.45933016239574,103.21666666666665
22815,272.27,1087.77,3,3,1949,-8.88,42.8,11.22,Casa,Baixa,Verde,56.17,14.53,0.57,Regular,Norte,G,14,337079,12.72807556988629,1360.04,3.9951885995519154,5.610460317424828,6.992803897688003,90.75666666666666
23914,265.08,963.23,4,1,2020,-6.86,42.39,25.11,Casa,Alta,Negro,21.74,14.48,0.43,Malo,Norte,B,7,433591,12.979859278752865,1228.31,3.63373321261506,5.583797015444618,6.8713298553642845,66.27
4763,177.61,0.0,6,2,1972,-7.63,42.93,5.53,Apartamento,Baixa,Branco,19.73,,0.54,Bo,Este,D,0,139453,11.845490076760424,177.61,0.0,5.185204657916392,0.0,29.60166666666667
4969,98.37,0.0,1,2,1942,-7.98,41.99,21.91,Apartamento,Media,Azul,0.1,1.06,0.55,Bo,Oeste,D,0,131216,11.78460772026898,98.37,0.0,4.598850257243272,0.0,98.37
29022,83.08,47.47,2,2,1954,-8.66,43.66,24.57,Chalet adosado,Media,Vermello,68.14,,0.46,Bo,Sur,C,18,149099,11.912372500752829,130.55,0.5713769860375542,4.431768726568696,3.8809450498572846,41.54
19154,129.73,99.12,1,2,1985,-6.98,42.14,25.26,Chalet adosado,Alta,Azul,8.8,7.86,0.52,Bo,Sur,D,0,208942,12.249816766477375,228.85,0.764048408232483,4.873134127573769,4.6063694665635735,129.73
10181,270.9,,2,3,2021,-9.24,43.13,25.88,Casa,Media,Vermello,29.83,0.05,0.39,Bo,Sur,D,11,617592,13.33358494343158,,,5.605434351638425,,135.45
13139,308.39,156.68,3,2,1972,-7.05,42.31,21.65,Chalet adosado,Media,Amarelo,45.03,6.61,0.28,Regular,Este,B,17,360256,12.794572944623718,465.07,0.508057978533675,5.734602616996087,5.0605676628444645,102.79666666666667
12074,227.08,2184.46,6,1,2021,-8.89,42.68,28.46,Casa,Media,Amarelo,9.74,4.83,0.37,Bo,Oeste,A,18,653496,13.39009322137023,2411.54,9.61978157477541,5.429696444604416,7.689581611687925,37.84666666666667
16942,195.56,295.74,3,2,1954,-6.84,42.03,9.12,Apartamento,Media,Vermello,0.1,0.05,0.45,Regular,Sur,D,0,90522,11.4133592410454,491.3,1.5122724483534467,5.280967728212923,5.692856334522648,65.18666666666667
20097,93.79,34.47,3,1,1976,-7.97,41.82,19.66,Apartamento,Baixa,Vermello,8.63,4.29,0.24,Regular,Sur,A,0,111665,11.623267551972019,128.26,0.36752319010555495,4.55166391846495,3.5686872687855304,31.263333333333335
10846,30.0,0.0,2,1,2017,-8.47,42.9,5.64,Apartamento,Media,Amarelo,,1.58,0.14,Bo,Oeste,B,0,102615,11.538749144979686,30.0,0.0,3.4339872044851463,0.0,15.0
3518,80.32,91.59,5,1,2011,-8.28,43.01,22.78,Apartamento,Media,Vermello,2.7,16.44,0.33,Bo,Norte,A,0,96066,11.472801143686059,171.91,1.1403137450199206,4.398391988760146,4.528181144459956,16.064
396,107.85,,2,3,1952,-8.05,43.64,13.41,Apartamento,Media,Azul,14.43,0.05,0.3,Bo,Sur,C,0,107115,11.581667638368373,,,4.689970787680556,,53.925
3834,337.33,180.15,3,1,1998,-8.33,43.04,21.34,Casa,Media,Negro,74.2,0.05,0.16,Bo,Este,E,8,404544,12.910518257747915,517.48,0.5340467791183707,5.824021750542496,5.199325417341086,112.44333333333333
25013,133.22,35.41,6,2,1948,-8.64,41.87,12.2,Apartamento,Media,Amarelo,3.37,9.64,0.73,Bo,Sur,A,0,154563,11.94836352902865,168.63,0.26580093079117245,4.899480244730094,3.594843462187342,22.203333333333333
24290,61.32,14.95,1,2,1989,-6.76,42.49,11.24,Apartamento,Media,Vermello,,14.36,0.15,Bo,Norte,A,0,50000,10.819798284210286,76.27,0.24380300065231572,4.132282401562493,2.7694588292308535,61.32
4709,77.64,2034.43,3,3,2021,-9.28,42.65,14.72,Casa,Media,Azul,32.82,0.05,0.49,Bo,Oeste,D,19,458544,13.03581371199132,2112.07,26.203374549201442,4.364880475838911,7.618462377766829,25.88
27390,185.59,2320.96,2,2,1987,-9.11,43.16,6.62,Casa,Media,Amarelo,74.38,0.85,0.13,Regular,Oeste,E,12,556328,13.22911512485026,2506.55,12.505846220162724,5.228913696409157,7.750166935580604,92.795
3308,87.86,37.56,4,3,1970,-9.3,41.89,12.23,Apartamento,Alta,Amarelo,11.37,5.16,-0.03,Malo,Este,C,0,80486,11.2958509596824,125.42,0.4274982927384476,4.487062097507763,3.652215469742345,21.965
17014,184.18,1472.24,2,1,1960,-8.7,43.8,6.01,Casa,Alta,Branco,54.59,0.05,0.3,Regular,Oeste,D,8,553381,13.223803819604312,1656.42,7.99348463459659,5.221328325019901,7.2952193359807485,92.09
6292,58.31,0.0,3,3,1972,-6.78,43.57,29.01,Apartamento,Alta,Amarelo,2.07,0.68,,Bo,Sur,E,0,98200,11.494771677590096,58.31,0.0,4.082777925850635,0.0,19.436666666666667
23227,266.05,147.2,3,1,1962,-9.29,42.97,18.7,Chalet adosado,Baixa,Negro,25.44,13.89,0.65,Bo,Norte,C,18,258426,12.462368534596058,413.25,0.5532794587483555,5.587435906785779,4.998562712861986,88.68333333333334
18163,241.61,97.34,6,2,1953,-6.85,43.05,26.84,Chalet adosado,Alta,Vermello,2.64,21.15,0.76,Bo,Sur,D,1,251099,12.433606545145677,338.95000000000005,0.4028806754687306,5.491455215775841,4.5884308619837935,40.26833333333334
5441,119.97,87.75,3,3,1945,-7.23,43.08,5.24,Chalet adosado,Media,Branco,75.79,5.19,0.18,Bo,Sur,E,7,202022,12.216136831287765,207.72,0.7314328582145536,4.795542580971757,4.485823428355525,39.99
9261,100.35,1521.09,4,3,1968,-9.2,43.7,7.95,Casa,Alta,Negro,26.45,6.7,0.5,Regular,Este,B,12,464004,13.047650607012402,1621.4399999999998,15.157847533632287,4.6185798728980085,7.327839669393466,25.0875
15607,87.13,,3,3,1971,-7.61,42.56,16.98,Apartamento,Alta,Vermello,10.89,16.15,0.27,Bo,Este,G,0,66672,11.10755535234985,,,4.478812997111569,,29.043333333333333
12304,147.6,,1,3,1963,-8.5,43.3,18.3,Casa,Media,Amarelo,67.93,10.08,0.22,Bo,Este,E,15,546475,13.211245669806406,,,5.001258132283659,,147.6
11079,,114.19,4,1,1978,-8.83,43.04,28.56,Casa,Media,Amarelo,53.52,2.2,0.43,Bo,Sur,D,4,277528,12.533680711212915,,,,4.746582938938415,
18083,238.88,262.12,2,2,1944,-8.52,43.47,27.04,Casa,Media,Azul,46.61,8.39,0.6,Regular,Norte,A,7,371159,12.824388515467115,501.0,1.0972873409243136,5.480138798300309,5.572610201880802,119.44
16903,142.34,6.23,4,2,2014,-8.41,42.18,7.26,Apartamento,Media,Amarelo,10.87,,0.3,Bo,Oeste,A,0,95981,11.47191595286965,148.57,0.04376844175916819,4.9652194305657735,1.9782390361706734,35.585
8939,290.54,2231.67,6,3,1979,-7.23,43.46,25.3,Casa,Media,Azul,58.4,2.69,,Bo,Norte,G,9,601158,13.306614737595986,2522.21,7.6811110346251805,5.675177217645866,7.710953457667905,48.42333333333334
8951,166.32,2313.07,2,2,1990,-8.63,43.67,14.22,Casa,Baixa,Verde,16.11,0.69,0.37,Regular,Este,B,3,481090,13.08381172038307,2479.3900000000003,13.907347282347285,5.119908146573998,7.746763157944309,83.16
22217,30.0,36.47,4,2,1949,-8.3,42.69,27.03,Apartamento,Media,Branco,5.33,10.22,0.0,Bo,Norte,D,0,50000,10.819798284210286,66.47,1.2156666666666667,3.4339872044851463,3.623540612805596,7.5
22344,279.18,179.25,5,2,2018,-8.81,41.9,8.28,Chalet adosado,Alta,Vermello,66.85,0.63,0.03,Regular,Norte,D,1,332819,12.715357082277336,458.43,0.6420588867397378,5.635432253767968,5.1943447761650585,55.836
24660,104.73,388.12,3,2,1969,-7.26,42.78,8.39,Casa,Baixa,Verde,20.54,16.51,0.46,Regular,Norte,C,5,168040,12.031963276229668,492.85,3.7059104363601643,4.660888674744435,5.963887779337748,34.910000000000004
11576,160.05,51.47,3,1,2004,-6.94,42.87,7.4,Chalet adosado,Media,Verde,26.08,7.02,0.06,Bo,Este,G,13,245458,12.410885206159659,211.52,0.3215870040612308,5.081714875777208,3.9602415776986204,53.35
28394,159.18,209.04,3,2,2023,-7.44,43.38,16.46,Chalet adosado,Baixa,Azul,17.46,8.34,0.08,Malo,Sur,E,0,199334,12.202742105433718,368.22,1.3132303053147378,5.0762981828955365,5.347297988769658,53.06
24295,70.83,1184.59,4,1,1989,-7.6,42.45,23.01,Casa,Media,Verde,66.31,5.38,0.55,Bo,Este,B,19,217742,12.291070747240505,1255.4199999999998,16.724410560496963,4.27430221608671,7.0779958199583435,17.7075
11785,35.15,0.0,1,1,2023,-8.64,43.48,10.99,Apartamento,Baixa,Verde,,0.05,0.47,Regular,Norte,C,0,50000,10.819798284210286,35.15,0.0,3.5876769486047735,0.0,35.15
17300,111.4,29.39,1,3,1953,-8.22,42.42,29.22,Apartamento,Media,Verde,22.63,0.05,0.58,Malo,Este,A,0,129966,11.775035851059485,140.79000000000002,0.26382405745062837,4.722063937459591,3.414113606928702,111.4
1386,198.12,2217.09,2,2,1979,-7.19,43.37,24.94,Casa,Alta,Amarelo,27.89,19.31,0.4,Bo,Norte,E,4,612619,13.32550012057887,2415.21,11.190642035130224,5.293907658059337,7.704401744183568,99.06
20999,280.35,2467.1,1,2,1955,-6.82,42.06,16.66,Casa,Alta,Branco,39.77,,0.61,Bo,Oeste,C,9,612720,13.325664972648992,2747.45,8.800071339397181,5.639599445879288,7.811203902842994,280.35
10485,72.08,0.0,6,3,2009,-9.22,42.85,9.34,Apartamento,Media,Vermello,11.76,14.18,0.29,Regular,Oeste,A,0,124177,11.729471299136103,72.08,0.0,4.291554731509806,0.0,12.013333333333334
24266,103.56,0.0,6,1,2002,-7.34,42.71,9.97,Apartamento,Alta,Azul,0.39,20.64,0.13,Bo,Oeste,C,0,141932,11.863110394250217,103.56,0.0,4.649761069315966,0.0,17.26
5089,32.57,0.0,6,2,1948,-8.02,42.99,26.67,Chalet adosado,Baixa,Vermello,5.63,21.01,0.25,Bo,Oeste,A,0,50000,10.819798284210286,32.57,0.0,3.5136328109919437,0.0,5.428333333333334
24486,233.47,2018.13,5,3,1955,-9.0,43.62,27.09,Casa,Alta,Negro,16.74,21.11,0.64,Bo,Sur,G,7,685158,13.43740620709775,2251.6,8.644065618709043,5.457327647932645,7.610422004551045,46.694
